Assignment1,https://colab.research.google.com/drive/1l6s0Ma51DdrkGmK7bUMCuI_Rbe1W5YnY?usp=sharing
Assignment2,https://colab.research.google.com/drive/1oSeB9Q-imqpjqJZfm1L-4JZqndhoi-in?usp=sharing
Assignment4,https://colab.research.google.com/drive/1gkKqJcSkLdgJklxku41XA8dLfEGNwe3V?usp=sharing
